StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q4,Q5,Q13,Q6,Q7,Q8,Q9,Q10,Q11,Q12,id
3/11/21 12:05,3/11/21 12:07,IP Address,130.253.27.1,100,69,True,3/11/21 12:07,R_2ElT5kNgW2oBoeW,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Male,White,Yes,Business Analytics ,No,No,Not at all tired,Well,no,60205
3/11/21 14:38,3/11/21 14:40,IP Address,130.253.29.4,100,104,True,3/11/21 14:40,R_3m4wmWfZ9QUxz47,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",,Female,White,Yes,Computer Science,No,No,Somewhat tired,Well,,59965
3/11/21 15:25,3/11/21 15:27,IP Address,130.253.27.11,100,174,True,3/11/21 15:27,R_1qh3LBAslBR3fvp,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Female,White American,Yes,Biology,No,No,Slightly tired,Well,,59809
3/11/21 15:32,3/11/21 15:34,IP Address,130.253.27.8,100,101,True,3/11/21 15:34,R_3KJhroL1ZVqTira,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",18,Male,white,Yes,environmental science,No,No,Slightly tired,Very well,no,59686
3/11/21 15:48,3/11/21 15:49,IP Address,130.253.27.11,100,89,True,3/11/21 15:49,R_2Qm0HNrcQhEU63Z,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Female,White American,Yes,Biology,No,No,Slightly tired,Well,I am blind in my left eye,59809
3/11/21 16:02,3/11/21 16:04,IP Address,184.96.63.157,100,144,True,3/11/21 16:04,R_0GS9xwa97uohxTz,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Female,Caucasian,Yes,Psychology,No,No,Somewhat tired,Well,,58051
3/11/21 16:23,3/11/21 16:24,IP Address,212.102.41.37,100,87,True,3/11/21 16:24,R_3eh8uRrWnu1sFnM,,,,,32.790802,-96.83360291,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",18,Male,White,Yes,Mathematics,No,No,Slightly tired,Well,,60121
3/11/21 16:25,3/11/21 16:26,IP Address,67.174.103.146,100,77,True,3/11/21 16:26,R_25Acm5xhAiQoMhG,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.,Please check this box if you are participating for monetary compensation.",19,Female,White,Yes,Criminology,No,No,Not at all tired,Well,,59851
3/11/21 16:48,3/11/21 16:53,IP Address,130.253.27.4,100,248,True,3/11/21 16:53,R_2Qtbo5Q6qhMoJVp,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Male,White,Yes,Psychology,No,No,Somewhat tired,Poor,hunger,60088
3/11/21 16:54,3/11/21 16:55,Spam,130.253.27.4,100,39,True,3/11/21 16:55,R_25X18mS5ZgYNr4l,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Male,White,Yes,Psychology,No,No,Somewhat tired,Poor,hunger,60088
3/11/21 18:17,3/11/21 18:19,IP Address,130.253.29.11,100,115,True,3/11/21 18:19,R_1j956p1trFqb3xs,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",18,Non-binary / third gender,Jewish American,Yes,Business and Psychology,No,No,Slightly tired,Well,N/A,60214
3/11/21 20:04,3/11/21 20:05,IP Address,130.253.27.14,100,58,True,3/11/21 20:05,R_331ZTxaApxekXQS,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Female,Caucasian,Yes,History,No,No,Slightly tired,Well,N/A,60190
3/11/21 21:09,3/11/21 21:10,IP Address,130.253.27.11,100,87,True,3/11/21 21:10,R_W7mwZZQuNbOL1kd,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Male,White,Yes,Math,No,No,Slightly tired,Well,,56770
3/11/21 21:11,3/11/21 21:12,IP Address,130.253.27.9,100,45,True,3/11/21 21:12,R_1eRAC5IO3f09xz0,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",18,Male,White/European American,Yes,Communication Studies,No,No,Slightly tired,Well,,59758
3/11/21 22:40,3/11/21 22:43,IP Address,130.253.27.14,100,213,True,3/11/21 22:43,R_23ftKFXddi8ETT3,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Male,Asian,Yes,Film Studies,No,No,Slightly tired,Well,,60154
3/12/21 7:32,3/12/21 7:37,IP Address,71.194.192.157,100,308,True,3/12/21 7:37,R_1OBKb1fhmKcprbL,,,,,41.97779846,-88.20179749,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",22,Female,White,Yes,Biology and Psychology,No,No,Not at all tired,Well,,55180
3/12/21 9:50,3/12/21 9:52,IP Address,130.253.29.12,100,131,True,3/12/21 9:52,R_7U2X8dp0sN8lQ3L,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.,Please check this box if you are participating for monetary compensation.,Please check this box if you agree not to be compensated. In this case, you acknowledge that you understand you will not receive chits or monetary compensation.",18,Female,white,Yes,biological sciences,No,No,Slightly tired,Well,none,59653
3/12/21 15:22,3/12/21 15:23,IP Address,174.16.53.95,100,90,True,3/12/21 15:23,R_3Gm5Cf8CeY9nnWs,,,,,39.7592926,-104.9651031,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Female,Hispanic,No,Psychology,No,No,Somewhat tired,Very well,,58825
3/12/21 15:42,3/12/21 15:43,Spam,174.16.53.95,100,31,True,3/12/21 15:43,R_2QYA26y5BDPluns,,,,,39.7592926,-104.9651031,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Female,Hispanic,No,Psychology,No,No,Somewhat tired,Very well,,58825
3/5/21 15:43,3/5/21 15:45,IP Address,130.253.28.8,21,118,False,3/12/21 15:45,R_2v7ysuk8jiI0v8s,,,,,,,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",,,,,,,,,,,59839
3/12/21 18:51,3/12/21 18:53,IP Address,130.253.27.12,100,159,True,3/12/21 18:53,R_2q7pwBpcIp2dNV1,,,,,39.67959595,-104.9626007,anonymous,EN,,18,Male,White,Yes,Undecided,No,No,Not at all tired,Very poor,N/A,60130
3/13/21 14:13,3/13/21 14:15,IP Address,130.253.27.1,100,111,True,3/13/21 14:15,R_WdRdqkvesAHcYb7,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",18,Female,white,Yes,"geography, psychology ",No,No,Not at all tired,Well,no,59716
3/13/21 20:34,3/13/21 20:36,IP Address,130.253.29.13,100,131,True,3/13/21 20:37,R_3QLtKkRFzGmlpOA,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Female,white ,Yes,biochemistry ,No,No,Somewhat tired,Well,N/A,57979
3/14/21 10:02,3/14/21 10:04,IP Address,130.253.27.5,100,107,True,3/14/21 10:04,R_1Lvdeb2PLa1pLU2,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.,Please check this box if you are participating for monetary compensation.,Please check this box if you agree not to be compensated. In this case, you acknowledge that you understand you will not receive chits or monetary compensation.",19,Female,white,Yes,psych /comm,No,No,Slightly tired,Well,,57382
3/14/21 13:34,3/14/21 13:37,IP Address,73.34.212.98,100,175,True,3/14/21 13:37,R_WrCj0tW56NhMsvf,,,,,39.65620422,-104.7865982,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.,Please check this box if you are participating for monetary compensation.,Please check this box if you agree not to be compensated. In this case, you acknowledge that you understand you will not receive chits or monetary compensation.",22,Female,Armenian ,Yes,Biology ,No,No,Not at all tired,Very well,,55360
3/14/21 14:02,3/14/21 14:03,IP Address,130.253.27.5,100,54,True,3/14/21 14:03,R_5w11KTLhHpUBHSV,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",18,Male,White,Yes,Mechanical Engineering ,No,No,Somewhat tired,Well,,60106
3/14/21 14:42,3/14/21 14:48,IP Address,130.253.27.11,100,356,True,3/14/21 14:48,R_DBNWLPSi9wS1g2t,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",20,Male,Asian-American,Yes,Environmental Science,No,No,Not at all tired,Very well,nope,59632
3/14/21 14:57,3/14/21 14:59,IP Address,24.12.191.145,100,151,True,3/14/21 14:59,R_3qXblGGXejbGH0s,,,,,42.07699585,-87.72090149,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",,Male,,Yes,,No,No,Slightly tired,Well,,59878
3/14/21 15:21,3/14/21 15:22,IP Address,130.253.27.9,100,51,True,3/14/21 15:22,R_41TKBkz9ZyeG59v,,,,,39.67959595,-104.9626007,anonymous,EN,Please check this box if you have read this form about the study,,Male,white ,Yes,poly sci,No,No,Slightly tired,Well,,59848
3/14/21 16:05,3/14/21 16:06,IP Address,73.243.32.206,100,45,True,3/14/21 16:06,R_3sywpVR2VJba79X,,,,,39.73010254,-104.9077988,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Female,white,Yes,"bio, psych",No,No,Slightly tired,Well,,59938
3/14/21 16:28,3/14/21 16:29,IP Address,71.229.166.17,100,71,True,3/14/21 16:29,R_2dEcFszvfD0aUvQ,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",21,Female,Latinx,Yes,Anthropology and Spanish,No,No,Somewhat tired,Well,,59881
3/14/21 16:32,3/14/21 16:32,IP Address,71.229.166.17,100,45,True,3/14/21 16:32,R_3EmBBakIizVAQob,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",21,Female,Latina,Yes,Anthropology & Spanish,No,No,Slightly tired,Well,,59881
3/14/21 16:58,3/14/21 16:59,IP Address,130.253.27.9,100,63,True,3/14/21 16:59,R_7aJ1Bd8pxGUoJ69,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",18,Male,White,Yes,Computer Science,No,No,Slightly tired,Well,,59953
3/14/21 17:01,3/14/21 17:03,IP Address,67.190.122.210,100,138,True,3/14/21 17:03,R_27p0lSi2izBHCXE,,,,,39.54069519,-104.9708023,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",20,Male,Latino,Yes,Political Science,No,No,Slightly tired,Well,No,59917
3/14/21 18:38,3/14/21 18:38,IP Address,98.221.3.177,100,45,True,3/14/21 18:39,R_3niQL1Vs1VYutGU,,,,,40.7881012,-74.67500305,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Female,white,Yes,undeclared,No,No,Slightly tired,Well,,59815
3/14/21 18:54,3/14/21 18:56,IP Address,24.12.191.145,100,76,True,3/14/21 18:56,R_3EL99UAQwK5dIsn,,,,,42.07699585,-87.72090149,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",,Male,,Yes,,No,No,Slightly tired,Well,,59878
3/14/21 19:25,3/14/21 19:30,IP Address,130.253.27.14,100,312,True,3/14/21 19:30,R_6QNiAhvrjmKj5zr,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Female,White,Yes,International Studies,No,No,Slightly tired,Well,,60091
3/14/21 22:01,3/14/21 22:03,IP Address,142.79.208.98,100,96,True,3/14/21 22:03,R_DNV8oqhfEuY4WWt,,,,,39.72770691,-104.9814987,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",23,Male,caucasian,Yes,History,Yes,No,Slightly tired,Well,,60217
3/14/21 23:34,3/14/21 23:35,IP Address,130.253.27.3,100,65,True,3/14/21 23:35,R_1pMBC6166hyIHNl,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",21,Female,,Yes,psychology,No,No,Very tired,Well,,54607
3/15/21 1:38,3/15/21 1:42,IP Address,73.95.53.7,100,240,True,3/15/21 1:42,R_2b4ecu9D3KK4SA8,,,,,39.66630554,-104.8342972,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Male,Hispanic,No,Electrical Engineering,No,No,Slightly tired,Well,,60178
3/15/21 12:24,3/15/21 12:26,IP Address,130.253.28.6,100,124,True,3/15/21 12:26,R_1jpqlADDqfKEM9q,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",20,Female,White,Yes,Psychology and Criminology,No,No,Slightly tired,Very well,No,59452
3/15/21 16:57,3/15/21 16:58,IP Address,130.253.29.6,100,75,True,3/15/21 16:58,R_3HjEXm1zLd3sdlP,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Male,white,Yes,psychology,No,No,Slightly tired,Well,no,59710
3/15/21 16:59,3/15/21 16:59,IP Address,130.253.29.6,100,28,True,3/15/21 16:59,R_1oHnpxDWeXHOpFS,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Male,white,Yes,psychology ,No,No,Slightly tired,Well,np,59710
3/15/21 17:14,3/15/21 17:24,IP Address,71.196.235.226,100,590,True,3/15/21 17:24,R_1Kw18QaN9BwnchX,,,,,39.70669556,-104.9693985,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",22,Male,Caucasian,Yes,Computer Science,No,No,Somewhat tired,Poor,,60103
3/15/21 17:36,3/15/21 17:37,IP Address,130.253.29.6,100,25,True,3/15/21 17:37,R_339cMLDJgqLhpvg,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Male,white,Yes,psych,No,No,Somewhat tired,Poor,no,59710
3/15/21 18:19,3/15/21 18:19,IP Address,130.253.29.6,100,36,True,3/15/21 18:19,R_22n32j2VPa0ziTk,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Male,white,Yes,psych,No,No,Somewhat tired,Well,no,59710
3/8/21 17:42,3/8/21 17:43,IP Address,130.253.27.14,21,11,False,3/15/21 18:43,R_1ouuW8KJkXdRdxZ,,,,,,,anonymous,EN,,,,,,,,,,,,59440
3/16/21 14:51,3/16/21 15:03,IP Address,130.253.29.12,100,713,True,3/16/21 15:03,R_BX3PTKEHYOrTGDv,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",18,Female,White,Yes,Psychology,No,No,Slightly tired,Well,,60169
3/16/21 23:55,3/16/21 23:57,IP Address,75.166.182.75,100,125,True,3/16/21 23:57,R_2t3gnQlla5lGo0V,,,,,39.69599915,-105.0345993,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",20,Female,Asian,Yes,Molecular Biology and Psychology,No,No,Somewhat tired,Poor,,54790
3/17/21 11:32,3/17/21 11:35,IP Address,76.113.14.192,100,203,True,3/17/21 11:35,R_1Eb2h0w1nWE2hcI,,,,,35.14100647,-106.7109985,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",18,Female,Native American,Yes,Undecided,No,No,Slightly tired,Well,N/A,60133
3/18/21 14:02,3/18/21 14:03,IP Address,130.253.27.2,100,68,True,3/18/21 14:03,R_ZDIAhvchw2iNTbj,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",20,Male,White,Yes,Computer Science,No,No,Slightly tired,Poor,No,60199
3/11/21 12:23,3/11/21 14:20,IP Address,130.253.29.5,21,7040,False,3/18/21 15:20,R_2B9WnQbFwYORPHh,,,,,,,anonymous,EN,Please check this box if you have read this form about the study,,,,,,,,,,,59314
3/11/21 21:54,3/11/21 21:54,IP Address,130.253.27.11,21,28,False,3/18/21 22:54,R_22PKRcVaJfYe8Jq,,,,,,,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",,,,,,,,,,,56770
3/11/21 19:56,3/12/21 22:02,IP Address,130.253.27.12,21,93936,False,3/19/21 23:02,R_3McyrPxMSjRhYrY,,,,,,,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.,Please check this box if you agree not to be compensated. In this case, you acknowledge that you understand you will not receive chits or monetary compensation.",,,,,,,,,,,60127
